name,articul,price,gb,screen
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 64GB DDR5, 256GB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292646,140287,64GB,"16"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 64GB DDR5, 512GB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER + Windows 11 Home",292652,141801,64GB,"16"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH0047NR Intel EVO Core Ultra 7 Processor 256V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 16 LPDDR5X-8533Mhz, 2TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Алю",291112,142810,2TB,"14"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH000 Intel EVO Core Ultra 7 Processor 258V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 32GB LPDDR5X-8533Mhz, 512GB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Ал",291113,143820,32GB,"14"""
"Microsoft Surface Laptop 6 2035 Ultra 7 165H 64GB RAM 1TB SSD, Touchscreen, 2496 x 1664 Windows 11 Pro, Platinum, ENG/RUS",292639,146448,64GB,None
"Dell 14 Plus-LDB04250 AI 2-in-1 Intel Core Ultra 9 288V (8 ядер/8 потоков, up to 5.1Ghz), 14"" 2K IPS WUXGA (1920x1200) Touch, 32GB LPDDR5-8533Mhz, 2TB SSD PCIe NVMe M.2, Intel Arc 140V GPU Graphics, Wi-Fi 7, BT 5.4, 1xUSB Type-A, 2xUSB-C, Thunderbolt 4, 1080p at 30 fps FHD Webam, Fingerprint Scaner (Сканер отпечатка пальцев), Backlight Chiclet Keyboard (Подсветка клавиатуры), Waves MaxxAudio Sound, Aluminium Top Cover (Алюминевый корпус), Copilot Key+PC, 64Wh Li-ion battery, Eng-Rus, ICE BL",291904,147352,32GB,"14"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 10GPU) 16GB RAM, 1TB SSD (Sky Blue)",291471,148448,16GB,"13.6"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH000 Intel EVO Core Ultra 7 Processor 258V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 32GB LPDDR5X-8533Mhz, 1TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Алюм",291114,148664,32GB,"14"""
"HP OMNIBOOK Ultra 14-FD0002NE, AMD Ryzen AI 9-365 (up to 5.0 Ghz), 32 GB LPDDR5x-7500, 1TB Gen4 SSD, 14"" 2.2K (2240 x 1400) IPS 400 nits Touch Screen, AMD Radeon 880M, Wi-Fi 7, BT 5.4, WC 9MP, Type-C 40Gbps, 2 Thunderbolt™ 4, DisplayPort 2.1, Backlit keyboard, Windows 11 Home, Meteor Silver, RUS/ENG/ARB",291821,148948,32 GB,"14"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 64GB DDR5, 1TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292658,149370,64GB,"16"""
"HP OMNIBOOK Ultra 14-FD0013 AMD Ryzen AI 9-365 (up to 5.0 Ghz), 32 GB LPDDR5x-7500, 1TB Gen4 SSD, 14"" 2.2K (2240 x 1400) IPS 400 nits Touch Screen, AMD Radeon 880M, Wi-Fi 7, BT 5.4, WC 9MP, Type-C 40Gbps, 2 Thunderbolt™ 4, DisplayPort 2.1, Backlit keyboard, Windows 11 Home, Meteor Silver, RUS/ENG [A31ZJUA]",291822,152946,32 GB,"14"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH000 Intel EVO Core Ultra 7 Processor 258V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 32GB LPDDR5X-8533Mhz, 2TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Алюм",291115,159766,32GB,"14"""
"HP OmniBook X Flip NGAI 2-in-1 16-AS0033DX Intel Core Ultra 7 258V (8 ядер/8 потоков, up to 4.8Ghz), 16"" 2K IPS 400nits (1920 x 1200) 360° Touchscreen, 32GB LPDDR5X-8533 Mhz, 4TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 2xUSB Type-A, 2xUSB-C, Thunderbolt 4, WiFi 6E, BT 5.3, 5MP IR AI Camera with Privacy Shutter, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Aluminium Top Cover (Алюминевый корпус), HP Fast Charge Type-C (Быстрая зарядка), Copilot K",291109,160472,32GB,"16"""
"HP OmniBook 3 AI 16-BU0315DX Intel Core Ultra 5-225U (12 ядер/14 потоков, up to 4.8Ghz), 16"" 2K IPS 300nits (1920 x 1200) Touchscreen, 64GB DDR5, 2TB SSD PCIe NVMe, Intel Graphics, 2xUSB Type-A, 2xUSB-C (with PD and DP), WiFi 7, BT 6, HP True Vision 1080p FHD Camera with Privacy Shutter, HP Fast Charge (Быстрая зарядка), Copilot Key, Eng-Rus, MICA SILVER",292664,160977,64GB,"16"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 10GPU) 24GB RAM, 1TB SSD (Sky Blue)",291473,168941,24GB,"13.6"""
"Apple MacBook Air 13.6"" Apple M5 (10СPU, 10GPU) 24GB RAM, 1TB SSD (Silver)",291472,169140,24GB,"13.6"""
"Dell 14 Plus-LDB04250 AI 2-in-1 Intel Core Ultra 9 288V (8 ядер/8 потоков, up to 5.1Ghz), 14"" 2K IPS WUXGA (1920x1200) Touch, 32GB LPDDR5-8533Mhz, 4TB SSD PCIe NVMe M.2, Intel Arc 140V GPU Graphics, Wi-Fi 7, BT 5.4, 1xUSB Type-A, 2xUSB-C, Thunderbolt 4, 1080p at 30 fps FHD Webam, Fingerprint Scaner (Сканер отпечатка пальцев), Backlight Chiclet Keyboard (Подсветка клавиатуры), Waves MaxxAudio Sound, Aluminium Top Cover (Алюминевый корпус), Copilot Key+PC, 64Wh Li-ion battery, Eng-Rus, ICE BL",291905,177630,32GB,"14"""
"HP OmniBook Ultra Flip NGAI 2-in-1 14-FH000 Intel EVO Core Ultra 7 Processor 258V (8 ядер/8 потоков, up to 4.8Ghz), 14"" 3K UWVA OLED 500nits (2880 x 1800) 120Hz, 360° Touchscreen, HDR 500, Gorilla Glass 5, 32GB LPDDR5X-8533Mhz, 4TB SSD PCIe NVMe, Intel Arc 140V GPU Graphics, 1xUSB-C, 2xThunderbolt 4, WiFi 7, BT 5.4, 9MP IR AI Camera, DTS:X Ultra, Poly Studio Sound, Backlight Chiclet Keyboard (Подсветка клавиатуры), Fingerprint Scaner (Сканер отпечатка пальцев), Aluminium Top Cover (Алюм",291116,190044,32GB,"14"""
"Apple MacBook Pro 14.2"" Apple M5 (10СPU, 10GPU) 16GB RAM, 1TB SSD (Space Black)",290592,201929,16GB,"14.2"""
"Apple MacBook Pro 14.2"" Apple M5 (10СPU, 10GPU) 24GB RAM, 1TB SSD (Silver)",290594,231319,24GB,"14.2"""
"Apple MacBook Pro 14.2"" Apple M5 (10СPU, 10GPU) 32GB RAM, 1TB SSD (Silver)",291476,249412,32GB,"14.2"""
"Apple MacBook Pro 14.2"" Apple M5 Pro (15СPU, 16GPU) MGDN4 24GB RAM, 1TB SSD (Silver)",291477,266706,24GB,"14.2"""
"Apple MacBook Pro 14.2"" Apple M5 Pro (18СPU, 20GPU) MGDP4 24GB RAM, 2TB SSD (Silver)",291478,348477,24GB,"14.2"""
